Ticker,close,date,high,low,month,open,volume,price_change,daily_return,Prev_close,Volatility_return,cumulative_ret,COMPANY,sector,Symbol
ONGC,250.8,2024-11-14 05:30:00,254.3,249.0,2024-11,252.55,12454540,-1.75,-0.6929320926549197,252.55,-0.006929320926549198,0.35861321776814625,ONGC,ENERGY,ONGC: ONGC
ONGC,250.65,2024-11-18 05:30:00,252.1,247.1,2024-11,251.1,14636541,-0.4499999999999886,-0.1792114695340456,250.8,-0.0005980861244019365,0.35780065005417017,ONGC,ENERGY,ONGC: ONGC
ONGC,248.0,2024-11-19 05:30:00,255.4,247.1,2024-11,250.0,17397559,-2.0,-0.8,250.65,-0.010572511470177562,0.34344528710725797,ONGC,ENERGY,ONGC: ONGC
ONGC,242.15,2024-11-21 05:30:00,248.0,240.8,2024-11,248.0,16189440,-5.849999999999994,-2.3588709677419333,248.0,-0.023588709677419332,0.3117551462621877,ONGC,ENERGY,ONGC: ONGC
ONGC,245.6,2024-11-22 05:30:00,246.95,243.5,2024-11,244.8,9637581,0.799999999999983,0.326797385620908,242.15,0.014247367334296875,0.33044420368363947,ONGC,ENERGY,ONGC: ONGC
POWERGRID,199.55,2023-10-03 05:30:00,200.0,196.9,2023-10,198.75,10830728,0.8000000000000114,0.4025157232704459,,,,POWER GRID,POWER,POWER GRID: POWERGRID
POWERGRID,199.0,2023-10-04 05:30:00,199.4,195.4,2023-10,198.9,14120040,0.0999999999999943,0.0502765208647533,199.55,-0.002756201453269914,-0.0027562014532699353,POWER GRID,POWER,POWER GRID: POWERGRID
POWERGRID,196.6,2023-10-05 05:30:00,199.5,195.35,2023-10,199.5,14575590,-2.9000000000000057,-1.4536340852130354,199.0,-0.012060301507537717,-0.014783262340265613,POWER GRID,POWER,POWER GRID: POWERGRID
POWERGRID,197.05,2023-10-06 05:30:00,197.45,194.85,2023-10,197.0,12857229,0.0500000000000113,0.0253807106599042,196.6,0.002288911495422264,-0.012528188423953757,POWER GRID,POWER,POWER GRID: POWERGRID
POWERGRID,196.25,2023-10-09 05:30:00,196.9,193.75,2023-10,196.5,7853369,-0.25,-0.1272264631043257,197.05,-0.004059883278355805,-0.016537208719619056,POWER GRID,POWER,POWER GRID: POWERGRID
